"Nº de registo";"Data da alteração";"Denominação";"Nº de contribuinte";"Marcas";"Localização (Endereço)";"Localização (Código postal)";"Localização (Localidade)";"Localização (Concelho)";"Localização (Distrito)";"ERT/DRT";"NUT II";"NUT III";"Contacto (Telef/Telem.)";"Contacto (Email)"
" 2177";"2016-12-19";"Bojador - Turismo e Viagens, Lda.";"503677892";;"Rotunda 1º de Maio, 32";"4440-519";"Valongo";"Valongo";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"22 4225539";"bojador@geral.webside.pt"
" 1787";"2016-12-12";"Bom Despacho - Agência de Viagens e Turismo, Lda.";"501375902";;"Praça Marquês de Pombal, 3-B";"4490-442";"Póvoa de Varzim";"Póvoa de Varzim";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"252615592";"bomdespacho@sapo.pt"
" 1951";"2016-12-29";"Booking - Agência de Viagens e Turismo, Lda.";"501145834";;"Rua Fernando Lopes Graça, Nr. 10 - A";"1600-067";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"21 316 12 59";"m.henriques@viagens-booking.com"
" 6824";;"Bookselect Unip. Lda";"509720048";"Travel 4 Golf, Travel 4 Golf";"Rua da Monica nr. 65";"8125-236";"Quarteira";"Loulé";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"966252506";"Marisa@travel4golf.pt"
" 2548";"2017-07-18";"Boomerang de São Cristovão - Agência de Viagens e Turismo, Unipessoal, Lda.";"507333446";"ByTravel";"Av 29 de Agosto, 178";"2705-833";"Terrugem Snt";"Sintra";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"219614321, 219614321";"terrugem@bytravel.pt, terrugem@bytravel.pt"
" 5889";;"Boomerang Orange, Lda";"513689877";;"Rua do Ganges nº 6 - 5º B";"1990-356";"Moscavide";"Loures";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"912521785";"Hugo.zagalolima@boomerangorange.com"
" 6217";"2017-01-25";"Borealison Trekking Lda";"510385575";;"Rua Mormeiral 4, Rebordões Santa Maria, Ponte de Lima";"4990-750";"Santa Maria Rebordões";"Ponte de Lima";"Viana do Castelo";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Alto Minho";"910 910 930";"ola@borealis.pt"
" 3018";"2016-08-30";"BPL TRAVEL Unipessoal, Lda";"509961231";;"R. dos Amores, Casas de Azeitão, Núcleo Poente 1, Lt 7";"2925-010";"Azeitão";"Setúbal";"Setúbal";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"211820220, 265231020";"amartins@bpltravel.com, reservas@bpltravel.com"
" 6606";;"BRASIL &amp; SILVA LDA.";"514141077";;"Cruz Nova nº 22";"9850-068";"Calheta (São Jorge)";"Calheta";"Ilha de São Jorge";"Direcção Regional do Turismo - Secretaria Regional Açores";"Região Autónoma dos Açores";"Região Autónoma dos Açores";"966780152";"reservas.virver@gmail.com"
" 3648";"2013-04-30";"Bravatour, Agencia de Viagens e Turismo, Lda.";"511016620";;"Av. Zarco, 16, 2.º";"9000-069";"Funchal";"Funchal";"Ilha da Madeira";"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";"291230927, 291952161";"zarco@bravatour.webside.pt, fatima@bravatour.webside.pt"
" 6539";;"BraveTurtle - Unipessoal, Lda";"513598634";"Green Stays";"Rua Honório de Lima, 267, 1º Esq.";"4200-322";"Porto";"Porto";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"916873441";"vicente.bento@greenstays.pt"
" 2173";"2016-10-21";"Bravo Tur - Agência de Viagens do Algarve, Lda.";"503631264";;"Urbanização Telhas Verdes, Bloco 1, 3 Loja D, Beco da Corcovada";"8200-664";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"289542410";"albertina@bravotur.com"
" 6649";"2017-07-20";"Breaking Portugal, Lda";"514001844";;"Avenida Conselheiro Ferreira Lobo 33 2°esq";"2760-033";"Caxias";"Oeiras";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"910950102";"bernardo@breakingportugal.com"
" 6779";"2017-05-10";"Brian Kenneth James Reid";"270981446";;"Av. Malhada Velha-Casa Algarvias, 7 Malhada Velha Ferreiras";"8200-553";"Ferreiras";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"927637009";"brian@golfersalgarve.com"
" 5353";"2017-05-02";"BRIÃO ACTIVIDADES TURÍSTICAS, LDA";"513391665";;"BECO DOS LÍRIOS, 34, QUINTA DA BELAVISTA";"8200-030";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"965725446, 965725446, 965725446";"joaquimbaiao@algarveriders.com, joaquimbaiao@algarveriders.com, joaquimbaiao@algarveriders.com"
" 4808";;"BRIESTEHOTEIS UNIPESSOAL, LDA";"507549775";;"QUINTA DA PALMEIRA, BLOCO B, LOTE 3, 2º DTO.";"8200-286";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"289543672";"rainhaleonor@sapo.pt"
" 6395";"2017-07-25";"BRILHOS E PANORAMAS - TURISMO E EVENTOS LDA";"514047976";;"RUA MAESTRO LOPES GRAÇA Nº 4 R/C - DTO PRIOR VELHO";"2685-346";"Prior Velho";"Loures";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"219413936";"luisfernandobatista2@gmail.com"
" 4769";;"BRITO &amp; LOPES LDA";"503830453";;"SÍTIO DA FORNALHA, MONTE DO AVÔ, CAIXA POSTAL 276-M";"8700-072";"Moncarapacho";"Olhão";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"919789560";"vilalopes@gmail.com"
" 3532";"2014-01-14";"Brothers  Transfers - Agência de Viagens e Turismo, Lda";"510346979";;"Urbanização Morgado, Edificio Carvalhal, Lote 8, 2º C";"8125-616";"Quarteira";"Loulé";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"289090320";"joaojorge007@hotmail.com"
" 5547";"2017-06-05";"BRUNO &amp; CÉSAR, LDA";"513548319";;"Rua 25 de Abril, Bloco B, 2º A, Pechão";"8700-180";"Olhão";"Olhão";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"919149459";"info@bctravel.pt"
" 6811";;"Bruno Alexandre dos santos Guerra";"205189555";;"Rua da Restauração, Lt 3, porta 208 APTM STA Maria ";"8200-653";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"963429100";"bruno13guerra@gmail.com"
" 4730";;"Bruno Alexandre Martins, Sociedade Unipessoal, Lda";"513046984";;"Largo de Arrabalde, s/n";"5320-318";"Vinhais";"Vinhais";"Bragança";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Terras de Trás-os-Montes ";"964430605";"reservas @viturismo.com"
" 6224";;"BRUNO ANTONIO DA SILVA MACHADO";"232442576";;"RUA DA RIBEIRA NR. 626";"4580-682";"Vilela Prd";"Paredes";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"913052473";"brunomachado762@hotmail.com"
" 4599";"2017-05-02";"Bruno Barreto Unipessoal, Lda";"513114084";;"Rua da Carreira 174 - F1";"9000-042";"Funchal";"Funchal";"Ilha da Madeira";"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";"916742933";"info@upgrade-dmc.com"
" 6833";;"Bruno Jose Bernardino Mestre";"219699631";;"Urbanização Barros S.João Da Venda Lote -11";"8135-026";"Almancil";"Loulé";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"966602499";"b.mestre26@hotmail.com"
" 5525";;"Bruno Manuel Rodrigues Saturnino";"204165482";;"Rua Navegador  Rodrigues Soromenho nº1013 ";"2970-773";"Sesimbra";"Sesimbra";"Setúbal";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"910981930";"bruno__mrs@hotmail.com"
" 6344";"2017-06-07";"Bruno Miguel Marques Faustino";"224463446";;"Avenida Conde Castro Guimarães nº9 7ºdto";"2720-113";"Amadora";"Amadora";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"914857308, 914857308, 914857308";"bmmfaustino1@gmail.com, bmmfaustino1@gmail.com, bmmfaustino1@gmail.com"
" 2133";"2017-05-23";"BTM -  Viagens e Turismo, Lda.";"503438693";;"Rua Arquitecto Marques da Silva, 144";"4150-483";"Porto";"Porto";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"226095207";"btm@btm-travel.com"
" 2996";"2017-06-06";"BTTour - Turismo e Aventura, Unipessoal Lda";"504842692";"PortugalBike";"Rua D João V, 4-A";"1685-104";"Caneças";"Odivelas";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"214783153";"info@portugalbike.com"
" 4104";"2017-06-16";"Buedesucesso Unipessoal Lda";"508216079";"Yellowone";"Urb Monte Canelas Lt 158";"8500-132";"Mexilhoeira Grande";"Portimão";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"282496312, 282424713, 926792213";"buedesucesso@gmail.com, buedesucesso @gmail.com, buedesucesso @gmail.com"
" 1725";"2016-11-24";"Buisson, Lda.";"500048711";"MULTIVIAGENS";"Rua Braamcamp, 15 - D";"1269-112";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"231429493, 213511397, 234384550, 231201710";"cantanhede@multiviagens.pt, buisson@multiviagens.pt, rotadaluz@multiviagens.pt, mealhada@multiviagens.pt"
" 6695";"2017-06-26";"BumFit Terceira Lda";"510544657";;"Travessa do Fanal n.26";"9700-097";"Angra do Heroísmo";"Angra do Heroísmo";"Ilha Terceira";"Direcção Regional do Turismo - Secretaria Regional Açores";"Região Autónoma dos Açores";"Região Autónoma dos Açores";"914298424";"luiscarneiro1982@gmail.com"
" 6291";"2017-07-03";"B-UP TRAVEL SERVICES, LDA";"513926526";;"Avenida António Serpa, 32 9B";"1050-026";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"211319242";"info@hiportugal.pt"
" 6915";;"Bússola e Compasso Lda";"514283440";"My Bookpack";"Rua do Teatro, 156, 2 esquerdo";"4150-725";"Porto";"Porto";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"938503009";"analobogoncalves@gmail.com"
" 6842";"2017-04-07";"Bussola Tropical Lda";"514331577";;"Rua dos Corticeiros nº 8, 2º Dto";"2845-453";"Amora";"Seixal";"Setúbal";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"932559118, 932559118";"bussola.tropical@gmail.com, geral@i-berica.pt"
" 4140";;"Bússolevasão, Viagens e Turismo Lda";"510546226";;"AV D JOAO IV , 584";"4810-534";"Guimarães";"Guimarães";"Braga";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Ave";"253416009";"alextorcato@netcabo.pt"
" 4010";"2014-04-03";"bussolodisseia unipessoal lda";"510648576";;"rua d. antonio ferreira gomes 273 loja 1";"4400-112";"Vila Nova de Gaia";"Vila Nova de Gaia";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"223752201, 223752201";"rotasedestinos@hotmail.com, geral@rotasedestinos.net"
" 6129";;"Buy the Way";"513843213";;"Rua Capitao Leitao n.66H - 1esquerdo, Almada ";"2800-133";"Almada";"Almada";"Setúbal";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"961186945";"r.miguel.ramos@gmail.com"
" 2739";"2017-03-08";"Buzzpath - Agência de Viagens, Lda.";"508551579";;"Av Elias Garcia, 147-5º Esqº";"1050-099";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"211147160, 289807350";"finance@buzzportugal.com, finance@buzzportugal.com"
" 5717";;"C.J.F.LOPES - UNIPESSOAL, LDA.";"513526226";;"RUI FREI FERNÃO RODRIGUES MONTEIRO Nº 29 - R/C LATERAL";"2655-354";"Ericeira";"Mafra";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"914316519";"carloslopes9594@gmail.com"
" 6916";;"C.P.F- Clube Privado de Férias, Unipessoal Lda.";"514004720";"dellasol club";"Rua José Travassos Nº 35 E&amp;F ";"1600-410";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"963238080";"geral@dellasol.pt"
" 2062";"2016-11-03";"C.T.A. - Circuitos Turísticos do Algarve, Lda.";"503141364";;"Rua Dr. Bastos, Largo Dr. Bastos, Loja nº 11";"8500-564";"Portimão";"Portimão";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"282459166";"cta.algarve@gmail.com"
" 4127";"2016-09-29";"CADERNO DE SONHOS, UNIPESSOAL LDA";"509400116";"NViagens, NViagens";"R. Monsenhor Vieira de Castro, 117 - Loja CP";"4820-279";"Fafe";"Fafe";"Braga";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Ave";"253504623";"geral@nviagens.pt"
" 2848";"2014-08-04";"Caderno de Viagens, Unipessoal Lda.";"509403409";;"Rua Rebelo da Silva,57";"8000-417";"Faro";"Faro";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"289821701, 289821701";"catiaramos@easybookings.com.pt, catiaramos@easybookings.com.pt"
" 2489";"2017-08-03";"Calvário &amp; Cordeiro - Viagens e Turismo, Lda.";"506827810";;"Urbanização do Mercado Novo, Lote 19, Torre da Medronheira";"8200-647";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"289501835";"teresa@exposeviagens.com"
" 7091";;"CAMILO SIMOES DA COSTA                           ";"183986202";;"camilocosta@sapo.pt";"9930-121";"Lajes do Pico";"Lajes do Pico";"Ilha do Pico";"Direcção Regional do Turismo - Secretaria Regional Açores";"Região Autónoma dos Açores";"Região Autónoma dos Açores";"292672000";"camilocosta@sapo.pt"
" 6608";;"CAMINHAR &amp; EXPLORAR, LDA";"514023988";"Green Trekker";"Av. Miguel Bombarda, 139 - 5º";"1050-164";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"918738770";"geral@greentrekker.pt"
" 2741";"2017-04-05";"Caminho das Estrelas - Turismo Espacial, S.A.";"507705092";"caminho das Estrelas";"Lugar da Rede - Freguesia de Santa Cristina, Concelho de Mesão Frio";"5040-336";"Mesão Frio";"Mesão Frio";"Vila Real";"TURISMO DO DOURO";"Norte";"Douro";"223402502";"antonio.pinheiro@douroazul.pt"
" 5109";"2017-06-20";"Caminhos da Historia Turismo Cultural Animação Comunicação e eventos Sociedade Unipessoal Lda";"509715796";;"Rua do Lugar nº 39 A Ganados";"2305-321";"Casais Tmr";"Tomar";"Santarém";"TURISMO DE LISBOA E VALE DO TEJO";"Centro";"Médio Tejo";"249302245";"geral@caminhosdahistoria.com"
" 3345";"2017-01-13";"Caminhos da Natureza - Turismo da Natureza, Lda.";"506759180";"PortugalHike, Portugal Nature Trails";"Rua 7 de Junho, nº58 - Leceia";"2730-174";"Barcarena";"Oeiras";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"962543289";"elsa.gavinho@caminhosdanatureza.pt"
" 3594";;"CANDYBUS - Viagens e Turismo, Lda.";"507845366";"ESCOLÂNDIA - atividades extracurriculares";"Rua da Estação, 613";"4465-128";"São Mamede de Infesta";"Matosinhos";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"229039833, 252981112";"geral@candybus.net, geral@candybus.net"
" 1944";"2017-01-06";"Capitaltur - Viagens e Turismo,  Lda.";"501777741";;"Av Combatentesda Grande Guerra, 48 - Loja 1 ";"2410-128";"Leiria";"Leiria";"Leiria";"TURISMO DE LEIRIA-FÁTIMA";"Centro";"Região de Leiria";"244569095/6, 236218894";", pombal@capitaltur.pt"
" 6802";"2017-05-17";"Capturedestiny, Unipessoal, Lda";"514295740";;"Rua Sophia Melo Breyner, Lt. 45, Bl A 2º C";"8200-084";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"916976424";"capturedestinyportugal@gmail.com"
" 7044";;"Car2U";"504761315";;"LeapCenter-Espaço Amoreiras -Rua D. joao V , nº24, 1.03";"1250-091";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"938143583";"rp@car2u.pt"
" 1703";"2017-01-11";"Caravelas 2000 - Agência de Viagens  e Turismo, Lda.";"501390820";"CARAVELA, VIAJAMOS CONSIGO!, CARAVELA AGÊNCIA DE VIAGENS, PENSAMOS A SUA VIAGEM, CARAVELA VIAGENS";"Rua Eça de Queirós, 92";"4700-315";"Braga";"Braga";"Braga";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Cávado";"253200500";"info@caravela.pt"
" 1924";"2016-12-21";"Caravelatur - Viagens e Turismo, Lda.";"501575871";;"Av 25 de Abril, nº17";"3050-334";"Mealhada";"Mealhada";"Aveiro";"TURISMO DO CENTRO DE PORTUGAL";"Centro";"Região de Coimbra";"231202677, 231202677";"mealhada@caravelatur.com, mealhada@caravelatur.com"
" 2160";"2016-12-27";"Caravelatur Coimbra - Viagens e Turismo, Lda.";"503568740";;"Rua Dr. Paulo Quintela, 190 - Loja B";"3030-393";"Coimbra";"Coimbra";"Coimbra";"TURISMO DO CENTRO DE PORTUGAL";"Centro";"Região de Coimbra";"239404777";"coimbra@caravelatur.pt"
" 5842";"2017-08-14";"Care Properties Lda";"513540601";;"Rua Cristóvão Pires Norte, Apartado 3403 Figueiral";"8135-117";"Almancil";"Loulé";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"289396380";"fatima@carepropertiesalgarve.com"
" 5716";"2017-08-10";"Carla Baltasar - Agência de Viagens e Turismo, Unipessoal Lda";"513582223";;"Estrada do Livramento nr 53";"9360-537";"Ponta do Sol";"Ponta do Sol";"Ilha da Madeira";"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";"965264253";"solviagem@solviagem.com"
" 5450";;"Carla Cristina Fialho Silva Reforço";"210596252";;"Rua da Tocha lote 44";"2955-049";"Pinhal Novo";"Palmela";"Setúbal";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"963785372";"carla.reforco@crviagenseturismo.pt"
" 4565";;"CARLOS ALBERTO CALÇADA LDA";"501395261";;"SITIO DE S.ROMÃO";"8150-058";"São Brás de Alportel";"São Brás de Alportel";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"967010125";"carlos.cal@sapo.pt"
" 5909";"2016-10-07";"Carlos Alberto do Nascimento Soares da Silva";"176101535";;"Rua do Sol, Aldeamento Impervila Bl B2, n.º 1200 - apartamento 1224-2º";"8125-489";"Quarteira";"Loulé";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"967886399";"golfauportugal@gmail.com"
" 4439";"2015-09-18";"Carlos Alberto Teixeira";"184753570";;"Rua de Subacelo n10 Freixo de Baixo";"4600-613";"Freixo de Baixo";"Amarante";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Alto Tâmega e Sousa";"255449080";"carlosateixeira@iol.pt"
" 4721";"2017-06-14";"Carlos Augusto Pires da Silva";"209222115";;"Rua Nossa Senhora Fátima, Lote 12, 3º Esquerdo - Urbanização Miramar";"8100-259";"Loulé";"Loulé";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"962118975";"booking@cte-transfers.com"
" 5647";"2017-06-06";"Carlos Fernando Vieira Rodrigues da Costa Oliveira";"191120480";;"Av. do Uruguai, 10 - r/c dto";"1500-613";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"934188153";"carlos.oliveira@conforcar.com"
" 7010";;"Carlos Filipe Vieira Catanas Lourenço";"165782048";;"URB. ARNEIRO DO GREGÓRIO Nº 32 D";"7645-223";"Vila Nova de Milfontes";"Odemira";"Beja";"TURISMO DO ALENTEJO LITORAL";"Alentejo";"Alentejo Litoral";"967225122";"activitiesnature@gmail.com"
" 2337";"2017-01-05";"Carlos Manuel Cardoso Filipe - Agência de Viagens, Lda.";"505020815";;"Rua Vasco Santana N 11 - 2 esq";"2725-179";"Mem Martins";"Sintra";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"219176972";"agencia.vialactea@gmail.com"
" 6758";;"Carlos Manuel Domingos, Lda";"510180426";;"Largo dos Caeiros nº76, 2ºesq";"7555-115";"Cercal do Alentejo";"Santiago do Cacém";"Setúbal";"TURISMO DO ALENTEJO LITORAL";"Alentejo";"Alentejo Litoral";"964596036";"taxivnmilfontes@gmail.com"
" 6419";;"Carlos&amp;Ribeiro tours lda";"514040939";;"rua bartolomeu dias n. 63 , r/c";"1400-027";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"967239766";"crtours2016@gmail.com "
" 2308";"2016-12-20";"Carristur - Inovação Em Transportes Urbanos e Regionais Sociedade Unipessoal, Lda";"501597395";;"Rua 1º de Maio, n.º 103";"1300-472";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"291 636 642, 222080255, 213613191";"geral@carristur.pt, geral@carristur.pt, geral@carristur.pt"
" 4740";"2016-07-06";"Carros de Aluguer Real Trips Executive, Lda";"505239418";;"Rua Almeida Garrett, lote 26 - Murches";"2755-259";"Alcabideche";"Cascais";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"917223089";"realtrips@sapo.pt"
" 2693";"2016-09-19";"Carvalho &amp; D'Intino, Lda.";"508138515";;"Rua da Quintinha, 27 - R/C";"1200-335";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"916207990";"enquiry@episode-travel.com"
" 6696";"2017-07-25";"CARVALHO DOS SANTOS &amp; VAZ VELHO, MOBILITY SOLUTIONS, LDA";"514036710";"VOOOP!";"RUA DOM ANTÓNIO FRANCISCO MARQUES, LT42, 2 ESQ";"2005-352";"Santarém";"Santarém";"Santarém";"TURISMO DE LISBOA E VALE DO TEJO";"Alentejo";"Lezíria do Tejo";"217589398";"VOOOP@VOOOP.PT"
" 3118";"2016-12-20";"CASA DA PARTIDA, LDA";"509926150";;"Av. Dr. Lourenço Peixinho nº 96 D 2º A";"3800-159";"Aveiro";"Aveiro";"Aveiro";"TURISMO DO CENTRO DE PORTUGAL";"Centro";"Região de Aveiro";"234891005";"viagens@casadapartida.pt"
" 3074";"2016-09-26";"Casadeferias.com,Lda";"508579872";;"Avenida das Ilhas, Lt..4 - Lj.A";"8200-317";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"289515662";"reservas@casadeferias.com"
